TrackID,Predictor
200933_238366,0
200933_110276,0
200933_193322,0
200919_23527,1
200919_133467,1
200919_264668,1
200919_237685,0
200919_63398,0
200919_93115,0
200928_176916,1
200928_151347,1
200928_74688,1
200928_123232,0
200928_63723,0
200928_220492,0
200935_176172,1
200935_202784,1
200935_266720,1
200935_188147,0
200935_116166,0
200935_216902,0
200911_232877,1
200911_208086,1
200911_46027,1
200911_183431,0
200911_108855,0
200911_238165,0
200956_91280,1
200956_61941,1
200956_264826,1
200956_137479,0
200956_83900,0
200956_142675,0
200948_21536,1
200948_14334,1
200948_115095,1
200948_3972,0
200948_186670,0
200948_247494,0
200955_179433,1
200955_115550,1
200955_22924,1
200955_3916,0
200955_175812,0
200955_137107,0
200936_199077,1
200936_239282,1
200936_173002,1
200936_193692,0
200936_193774,0
200936_61989,0
200934_174887,1
200934_52837,1
200934_225319,1
200934_110191,0
200934_239591,0
200934_278345,0
200951_27985,1
200951_186913,1
200951_83849,1
200951_152465,0
200951_120808,0
200951_39783,0
200932_198927,1
200932_183661,1
200932_192439,1
200932_198517,0
200932_44782,0
200932_86012,0
200931_130005,1
200931_253628,1
200931_143104,1
200931_203954,0
200931_293748,0
200931_189470,0
200938_278840,1
200938_51468,1
200938_30494,1
200938_204400,0
200938_76601,0
200938_32461,0
200940_159340,1
200940_146839,1
200940_43138,1
200940_277235,0
200940_126532,0
200940_130025,0
200954_69315,1
200954_105348,1
200954_27480,1
200954_169308,0
200954_56500,0
200954_43382,0
200946_147612,1
200946_185213,1
200946_115602,1
200946_39763,0
200946_147074,0
200946_29189,0
200959_56678,1
200959_176586,1
200959_33066,1
200959_165296,0
200959_166917,0
200959_94498,0
200930_37202,1
200930_46324,1
200930_220024,1
200930_250054,0
200930_69860,0
200930_179628,0
200958_56106,1
200958_137468,1
200958_193801,1
200958_209487,0
200958_12415,0
200958_46756,0
200986_38557,1
200986_65831,1
200986_127069,1
200986_193262,0
200986_155049,0
200986_217658,0
200945_72878,1
200945_199128,1
200945_270329,1
200945_92589,0
200945_191042,0
200945_115947,0
200977_129775,1
200977_197995,1
200977_33860,1
200977_253231,0
200977_137882,0
200977_37960,0
200983_54836,1
200983_94523,1
200983_23039,1
200983_64459,0
200983_116948,0
200983_244768,0
200961_263043,1
200961_36652,1
200961_53593,1
200961_139556,0
200961_111988,0
200961_32231,0
200987_179502,1
200987_101172,1
200987_150618,1
200987_52010,0
200987_219762,0
200987_129684,0
200989_13910,1
200989_114479,1
200989_160012,1
200989_276023,0
200989_68884,0
200989_61700,0
200970_191598,1
200970_289153,1
200970_132591,1
200970_112264,0
200970_178277,0
200970_266176,0
200962_145494,1
200962_78910,1
200962_263043,1
200962_192439,0
200962_4993,0
200962_179615,0
200980_83081,1
200980_127245,1
200980_65660,1
200980_208932,0
200980_152229,0
200980_27608,0
200976_143401,1
200976_27864,1
200976_27672,1
200976_158665,0
200976_166193,0
200976_169505,0
201010_277976,1
201010_263556,1
201010_69797,1
201010_209371,0
201010_245995,0
201010_15109,0
201001_241491,1
201001_245668,1
201001_155189,1
201001_62960,0
201001_166203,0
201001_54109,0
200979_161986,1
200979_203180,1
200979_4906,1
200979_99448,0
200979_131728,0
200979_16498,0
201002_161171,1
201002_197553,1
201002_232351,1
201002_3569,0
201002_234914,0
201002_52617,0
201006_119044,1
201006_127831,1
201006_86485,1
201006_269762,0
201006_250639,0
201006_201541,0
201011_136546,1
201011_234432,1
201011_280144,1
201011_66593,0
201011_227582,0
201011_233675,0
200994_133635,1
200994_208572,1
200994_159945,1
200994_265480,0
200994_271374,0
200994_157668,0
200999_129672,1
200999_106714,1
200999_206599,1
200999_124442,0
200999_290737,0
200999_185481,0
200998_20206,1
200998_165847,1
200998_204655,1
200998_66757,0
200998_171303,0
200998_223248,0
201013_290411,1
201013_1003,1
201013_209776,1
201013_180634,0
201013_150978,0
201013_203226,0
200991_197771,1
200991_88248,1
200991_279176,1
200991_225701,0
200991_145353,0
200991_283304,0
201008_274660,1
201008_236268,1
201008_291238,1
201008_171511,0
201008_279431,0
201008_197796,0
200993_245177,1
200993_116409,1
200993_286035,1
200993_118785,0
200993_274931,0
200993_80409,0
201019_278582,1
201019_179201,1
201019_124664,1
201019_163570,0
201019_98231,0
201019_229940,0
201046_88123,1
201046_273384,1
201046_108855,1
201046_244663,0
201046_164097,0
201046_267088,0
201016_182467,1
201016_113707,1
201016_278391,1
201016_2288,0
201016_188590,0
201016_158277,0
201003_206943,1
201003_106393,1
201003_153195,1
201003_220164,0
201003_97117,0
201003_164808,0
200984_82912,1
200984_114240,1
200984_83168,1
200984_239189,0
200984_183841,0
200984_158967,0
201061_190549,1
201061_199828,1
201061_141772,1
201061_29894,0
201061_4130,0
201061_129866,0
201045_50628,1
201045_114096,1
201045_180687,1
201045_88583,0
201045_242102,0
201045_100633,0
201031_261904,1
201031_55866,1
201031_282689,1
201031_17156,0
201031_92498,0
201031_220671,0
201065_55324,1
201065_25069,1
201065_224337,1
201065_247859,0
201065_135181,0
201065_247107,0
201023_279668,1
201023_72875,1
201023_40651,1
201023_276233,0
201023_79131,0
201023_229242,0
201063_190898,1
201063_263470,1
201063_206786,1
201063_45171,0
201063_270469,0
201063_108699,0
201047_35012,1
201047_261372,1
201047_266872,1
201047_135466,0
201047_113233,0
201047_108544,0
201041_282700,1
201041_166494,1
201041_105828,1
201041_184843,0
201041_250838,0
201041_202290,0
201037_218916,1
201037_142715,1
201037_36740,1
201037_84117,0
201037_126992,0
201037_60185,0
201017_181994,1
201017_172968,1
201017_8544,1
201017_192568,0
201017_61830,0
201017_105014,0
201042_255294,1
201042_105524,1
201042_224044,1
201042_161787,0
201042_112824,0
201042_183007,0
201049_22758,1
201049_83159,1
201049_20797,1
201049_234348,0
201049_265278,0
201049_50807,0
201069_197189,1
201069_259516,1
201069_49699,1
201069_76865,0
201069_71455,0
201069_119048,0
201080_18227,1
201080_166592,1
201080_256831,1
201080_161280,0
201080_12319,0
201080_233221,0
201070_185382,1
201070_117875,1
201070_13641,1
201070_114655,0
201070_218525,0
201070_236175,0
201066_42768,1
201066_189669,1
201066_250300,1
201066_157001,0
201066_63216,0
201066_207449,0
201084_10133,1
201084_196297,1
201084_52617,1
201084_153742,0
201084_7188,0
201084_157155,0
201074_167656,1
201074_74895,1
201074_150712,1
201074_88612,0
201074_105649,0
201074_70945,0
201075_155069,1
201075_238150,1
201075_167710,1
201075_248745,0
201075_43138,0
201075_19745,0
201073_96859,1
201073_215158,1
201073_151190,1
201073_180387,0
201073_267135,0
201073_7959,0
201106_217999,1
201106_274071,1
201106_29432,1
201106_60444,0
201106_26734,0
201106_273527,0
201072_263630,1
201072_293171,1
201072_132159,1
201072_68198,0
201072_141099,0
201072_88050,0
201091_129684,1
201091_225388,1
201091_23729,1
201091_23138,0
201091_268416,0
201091_47084,0
201102_237181,1
201102_80609,1
201102_176697,1
201102_129064,0
201102_18392,0
201102_203738,0
201117_186127,1
201117_85245,1
201117_110710,1
201117_197506,0
201117_293195,0
201117_122754,0
201083_286863,1
201083_86732,1
201083_100088,1
201083_250273,0
201083_83020,0
201083_99374,0
201107_189755,1
201107_53767,1
201107_239972,1
201107_29587,0
201107_133594,0
201107_86709,0
201126_230358,1
201126_129888,1
201126_205370,1
201126_231030,0
201126_119755,0
201126_286906,0
201104_159685,1
201104_154769,1
201104_222371,1
201104_122479,0
201104_28048,0
201104_237561,0
201097_115095,1
201097_244657,1
201097_100907,1
201097_10800,0
201097_46092,0
201097_92382,0
201118_287949,1
201118_114465,1
201118_167873,1
201118_111874,0
201118_246426,0
201118_227762,0
201093_28978,1
201093_115049,1
201093_151831,1
201093_81561,0
201093_279986,0
201093_291840,0
201094_222207,1
201094_174226,1
201094_236433,1
201094_75431,0
201094_51741,0
201094_156562,0
201123_285719,1
201123_243335,1
201123_106102,1
201123_22517,0
201123_120080,0
201123_127495,0
201119_255100,1
201119_88970,1
201119_184351,1
201119_246908,0
201119_186531,0
201119_101002,0
201143_255808,1
201143_64341,1
201143_239570,1
201143_88589,0
201143_100077,0
201143_176556,0
201082_169308,1
201082_88869,1
201082_257507,1
201082_257168,0
201082_143729,0
201082_110584,0
201157_10745,1
201157_133594,1
201157_238094,1
201157_207401,0
201157_260119,0
201157_281373,0
201121_250281,1
201121_194658,1
201121_143570,1
201121_231891,0
201121_278582,0
201121_222246,0
201140_193579,1
201140_247946,1
201140_58100,1
201140_105061,0
201140_8229,0
201140_109544,0
201153_2442,1
201153_82304,1
201153_241182,1
201153_267135,0
201153_194860,0
201153_220488,0
201155_193987,1
201155_13564,1
201155_24878,1
201155_142408,0
201155_9160,0
201155_164347,0
201138_169892,1
201138_53772,1
201138_231671,1
201138_212852,0
201138_226219,0
201138_96755,0
201127_143817,1
201127_39783,1
201127_251854,1
201127_21415,0
201127_152133,0
201127_257281,0
201142_87215,1
201142_163881,1
201142_11324,1
201142_61347,0
201142_187491,0
201142_149427,0
201151_65236,1
201151_132606,1
201151_23928,1
201151_184302,0
201151_125951,0
201151_257388,0
201150_71524,1
201150_249701,1
201150_11425,1
201150_136453,0
201150_10613,0
201150_142747,0
201147_126976,1
201147_269687,1
201147_167899,1
201147_83475,0
201147_183693,0
201147_116601,0
201158_114265,1
201158_234732,1
201158_257749,1
201158_291843,0
201158_41843,0
201158_43628,0
201161_82176,1
201161_274087,1
201161_165044,1
201161_88317,0
201161_273719,0
201161_286329,0
201165_216124,1
201165_243011,1
201165_173495,1
201165_219002,0
201165_4027,0
201165_146169,0
201159_164400,1
201159_198854,1
201159_206613,1
201159_213486,0
201159_32517,0
201159_273670,0
201160_148978,1
201160_202094,1
201160_132777,1
201160_267024,0
201160_84169,0
201160_258497,0
201183_245486,1
201183_144251,1
201183_232937,1
201183_263109,0
201183_137344,0
201183_12076,0
201132_163839,1
201132_245734,1
201132_176301,1
201132_166595,0
201132_4140,0
201132_155570,0
201156_6885,1
201156_267631,1
201156_239010,1
201156_13822,0
201156_139088,0
201156_283753,0
201164_82112,1
201164_74879,1
201164_71472,1
201164_226953,0
201164_16585,0
201164_90290,0
201190_142408,1
201190_109459,1
201190_13910,1
201190_129467,0
201190_231669,0
201190_283731,0
201176_75681,1
201176_25694,1
201176_70898,1
201176_68835,0
201176_177434,0
201176_177039,0
201166_24607,1
201166_229163,1
201166_57077,1
201166_116741,0
201166_224056,0
201166_160127,0
201186_66803,1
201186_44222,1
201186_43031,1
201186_212609,0
201186_125452,0
201186_45124,0
201175_198294,1
201175_70946,1
201175_18772,1
201175_218206,0
201175_107137,0
201175_192213,0
201216_203604,1
201216_153357,1
201216_42042,1
201216_158348,0
201216_250742,0
201216_147585,0
201194_289946,1
201194_208352,1
201194_273185,1
201194_30546,0
201194_150618,0
201194_225609,0
201167_4558,1
201167_167240,1
201167_196425,1
201167_188841,0
201167_69886,0
201167_179894,0
201217_62076,1
201217_150748,1
201217_240501,1
201217_228016,0
201217_154936,0
201217_174356,0
201197_152798,1
201197_203904,1
201197_150469,1
201197_153246,0
201197_209609,0
201197_203321,0
201227_255449,1
201227_111874,1
201227_138243,1
201227_164737,0
201227_90219,0
201227_209302,0
201178_185562,1
201178_118129,1
201178_1214,1
201178_177863,0
201178_132124,0
201178_176586,0
201179_233577,1
201179_96289,1
201179_234742,1
201179_65971,0
201179_211584,0
201179_274356,0
201188_234708,1
201188_196388,1
201188_31407,1
201188_190154,0
201188_1365,0
201188_294284,0
201218_52502,1
201218_62828,1
201218_137143,1
201218_121095,0
201218_240600,0
201218_92994,0
201201_234891,1
201201_129961,1
201201_283018,1
201201_100697,0
201201_28870,0
201201_146266,0
201232_83933,1
201232_246593,1
201232_34084,1
201232_226946,0
201232_163693,0
201232_48707,0
201177_130590,1
201177_123045,1
201177_131171,1
201177_57748,0
201177_239098,0
201177_62,0
201208_15605,1
201208_138272,1
201208_207739,1
201208_25469,0
201208_200500,0
201208_204012,0
201244_97283,1
201244_7363,1
201244_71074,1
201244_114634,0
201244_142163,0
201244_3788,0
201235_156581,1
201235_291058,1
201235_288091,1
201235_104553,0
201235_110426,0
201235_283786,0
201173_160,1
201173_235654,1
201173_64459,1
201173_48393,0
201173_185901,0
201173_22716,0
201198_126268,1
201198_262757,1
201198_231761,1
201198_227035,0
201198_28680,0
201198_129019,0
201241_59158,1
201241_33298,1
201241_140840,1
201241_146570,0
201241_53227,0
201241_46629,0
201246_239398,1
201246_44251,1
201246_228865,1
201246_8615,0
201246_23723,0
201246_16496,0
201231_96622,1
201231_47136,1
201231_45714,1
201231_162683,0
201231_181751,0
201231_270515,0
201228_145034,1
201228_113702,1
201228_175481,1
201228_69158,0
201228_249706,0
201228_238279,0
201237_39136,1
201237_93599,1
201237_163106,1
201237_171331,0
201237_285322,0
201237_98640,0
201238_38570,1
201238_181920,1
201238_191750,1
201238_102251,0
201238_275711,0
201238_177523,0
201243_31765,1
201243_48523,1
201243_268877,1
201243_152558,0
201243_72406,0
201243_111477,0
201248_12431,1
201248_212453,1
201248_131643,1
201248_185658,0
201248_71155,0
201248_73519,0
201250_257603,1
201250_173606,1
201250_84969,1
201250_107923,0
201250_236359,0
201250_85194,0
201272_107247,1
201272_185571,1
201272_9514,1
201272_254921,0
201272_162293,0
201272_75384,0
201252_126692,1
201252_129317,1
201252_291782,1
201252_80972,0
201252_125465,0
201252_257260,0
201265_53003,1
201265_15408,1
201265_55958,1
201265_285194,0
201265_70378,0
201265_154826,0
201255_254837,1
201255_280215,1
201255_98874,1
201255_243829,0
201255_56405,0
201255_84557,0
201247_133161,1
201247_17112,1
201247_72517,1
201247_46193,0
201247_234884,0
201247_120519,0
201268_92874,1
201268_128680,1
201268_127691,1
201268_66368,0
201268_197866,0
201268_168585,0
201249_146430,1
201249_133781,1
201249_292481,1
201249_264713,0
201249_250953,0
201249_88006,0
201275_278258,1
201275_71004,1
201275_210990,1
201275_268444,0
201275_276208,0
201275_1283,0
201286_265006,1
201286_230460,1
201286_137485,1
201286_150250,0
201286_36647,0
201286_179502,0
201267_156293,1
201267_156921,1
201267_105828,1
201267_169325,0
201267_226201,0
201267_135348,0
201276_37079,1
201276_274477,1
201276_155798,1
201276_179094,0
201276_11249,0
201276_219723,0
201251_31407,1
201251_39256,1
201251_166740,1
201251_144100,0
201251_84969,0
201251_38069,0
201254_108120,1
201254_184587,1
201254_88905,1
201254_92310,0
201254_126271,0
201254_238869,0
201273_178040,1
201273_13748,1
201273_83180,1
201273_133906,0
201273_88259,0
201273_240827,0
201266_138809,1
201266_110918,1
201266_19370,1
201266_176172,0
201266_150632,0
201266_102146,0
201262_53550,1
201262_159637,1
201262_275505,1
201262_277235,0
201262_41140,0
201262_163855,0
201280_70306,1
201280_142451,1
201280_55822,1
201280_119027,0
201280_247379,0
201280_207465,0
201284_293108,1
201284_164307,1
201284_279454,1
201284_73005,0
201284_52613,0
201284_227919,0
201305_178645,1
201305_58443,1
201305_15776,1
201305_46412,0
201305_181941,0
201305_167168,0
201279_215268,1
201279_277060,1
201279_177483,1
201279_122108,0
201279_280411,0
201279_63747,0
201277_104970,1
201277_156112,1
201277_196572,1
201277_120207,0
201277_236695,0
201277_160121,0
201310_261695,1
201310_292091,1
201310_153275,1
201310_267685,0
201310_168254,0
201310_62966,0
201287_13811,1
201287_289911,1
201287_259824,1
201287_266000,0
201287_234906,0
201287_131564,0
201299_164591,1
201299_98552,1
201299_279565,1
201299_100967,0
201299_127752,0
201299_284064,0
201292_38168,1
201292_86732,1
201292_30350,1
201292_262804,0
201292_129027,0
201292_196345,0
201314_65650,1
201314_12110,1
201314_250321,1
201314_238961,0
201314_290180,0
201314_93353,0
201300_2538,1
201300_45491,1
201300_262572,1
201300_48588,0
201300_134213,0
201300_179578,0
201309_6679,1
201309_84452,1
201309_61113,1
201309_291106,0
201309_68968,0
201309_187771,0
201313_166104,1
201313_247573,1
201313_55252,1
201313_105075,0
201313_125105,0
201313_73227,0
201298_162967,1
201298_183609,1
201298_292505,1
201298_135127,0
201298_3505,0
201298_38181,0
201296_110360,1
201296_190914,1
201296_289978,1
201296_181442,0
201296_230795,0
201296_280494,0
201336_1108,1
201336_113179,1
201336_167340,1
201336_124387,0
201336_70788,0
201336_47528,0
201328_225472,1
201328_111165,1
201328_121429,1
201328_211673,0
201328_248777,0
201328_70188,0
201312_53964,1
201312_111906,1
201312_160354,1
201312_174622,0
201312_147802,0
201312_205042,0
201304_70188,1
201304_247245,1
201304_291238,1
201304_144864,0
201304_4597,0
201304_276334,0
201315_70188,1
201315_13304,1
201315_295478,1
201315_10986,0
201315_85863,0
201315_1743,0
201307_295799,1
201307_176849,1
201307_137370,1
201307_28591,0
201307_187314,0
201307_121370,0
201320_52670,1
201320_274173,1
201320_109716,1
201320_107377,0
201320_278687,0
201320_116588,0
201354_198890,1
201354_203414,1
201354_169310,1
201354_92589,0
201354_217200,0
201354_164745,0
201339_51217,1
201339_25432,1
201339_20430,1
201339_29894,0
201339_248975,0
201339_144618,0
201331_78147,1
201331_125076,1
201331_93839,1
201331_64121,0
201331_165042,0
201331_193350,0
201369_257749,1
201369_101134,1
201369_39381,1
201369_126581,0
201369_223844,0
201369_65389,0
201324_86225,1
201324_38543,1
201324_12152,1
201324_106094,0
201324_288424,0
201324_274383,0
201365_196736,1
201365_145667,1
201365_38224,1
201365_110731,0
201365_178002,0
201365_74187,0
201372_200432,1
201372_176506,1
201372_268388,1
201372_280364,0
201372_162541,0
201372_233180,0
201358_177652,1
201358_34354,1
201358_183872,1
201358_232322,0
201358_112615,0
201358_24628,0
201352_230055,1
201352_200807,1
201352_43077,1
201352_127066,0
201352_30193,0
201352_107820,0
201329_134251,1
201329_119709,1
201329_281818,1
201329_58680,0
201329_112203,0
201329_228016,0
201346_127254,1
201346_274209,1
201346_185036,1
201346_148289,0
201346_174646,0
201346_224129,0
201349_19246,1
201349_246593,1
201349_112760,1
201349_287574,0
201349_251719,0
201349_205722,0
201347_96378,1
201347_83130,1
201347_31223,1
201347_102678,0
201347_152243,0
201347_146094,0
201383_39477,1
201383_215186,1
201383_126078,1
201383_79419,0
201383_81405,0
201383_246130,0
201371_288064,1
201371_22611,1
201371_86178,1
201371_246311,0
201371_156523,0
201371_160755,0
201391_184275,1
201391_92064,1
201391_115095,1
201391_278762,0
201391_76408,0
201391_124875,0
201373_132631,1
201373_139331,1
201373_141480,1
201373_154982,0
201373_273185,0
201373_292533,0
201379_285787,1
201379_57625,1
201379_292185,1
201379_137621,0
201379_200932,0
201379_248952,0
201340_247925,1
201340_268900,1
201340_86430,1
201340_27257,0
201340_92112,0
201340_144343,0
201396_43551,1
201396_222767,1
201396_237172,1
201396_4379,0
201396_61939,0
201396_69703,0
201361_44882,1
201361_212664,1
201361_18433,1
201361_211117,0
201361_246297,0
201361_264774,0
201388_173488,1
201388_31102,1
201388_204501,1
201388_176182,0
201388_46682,0
201388_27420,0
201333_262877,1
201333_238161,1
201333_290787,1
201333_146263,0
201333_4993,0
201333_233293,0
201381_109544,1
201381_262011,1
201381_63296,1
201381_242840,0
201381_138809,0
201381_295399,0
201402_233322,1
201402_196720,1
201402_249946,1
201402_214945,0
201402_50631,0
201402_195462,0
201410_169310,1
201410_265043,1
201410_80916,1
201410_76222,0
201410_61832,0
201410_155189,0
201380_201663,1
201380_55455,1
201380_84142,1
201380_75910,0
201380_18749,0
201380_119797,0
201394_120603,1
201394_158784,1
201394_111677,1
201394_70433,0
201394_60706,0
201394_28913,0
201376_112637,1
201376_283193,1
201376_242875,1
201376_57159,0
201376_52313,0
201376_220908,0
201408_278638,1
201408_121760,1
201408_93412,1
201408_156244,0
201408_31552,0
201408_281818,0
201409_187533,1
201409_266431,1
201409_98681,1
201409_34514,0
201409_160012,0
201409_84473,0
201397_196987,1
201397_109667,1
201397_48491,1
201397_14700,0
201397_8186,0
201397_246970,0
201413_103906,1
201413_173257,1
201413_271852,1
201413_150677,0
201413_275510,0
201413_292863,0
201404_14355,1
201404_262994,1
201404_93808,1
201404_214897,0
201404_264176,0
201404_80743,0
201403_82792,1
201403_227235,1
201403_54206,1
201403_271466,0
201403_20206,0
201403_142462,0
201405_282728,1
201405_103410,1
201405_42724,1
201405_287933,0
201405_99363,0
201405_7020,0
201412_6173,1
201412_220358,1
201412_226207,1
201412_273389,0
201412_286001,0
201412_226153,0
201392_51468,1
201392_252262,1
201392_141810,1
201392_52572,0
201392_180440,0
201392_257527,0
201434_119394,1
201434_122532,1
201434_75107,1
201434_218112,0
201434_6952,0
201434_205311,0
201422_247218,1
201422_5869,1
201422_255925,1
201422_18490,0
201422_41121,0
201422_185235,0
201436_290304,1
201436_199977,1
201436_233209,1
201436_215945,0
201436_114261,0
201436_90864,0
201447_253848,1
201447_91561,1
201447_87239,1
201447_99302,0
201447_125018,0
201447_169127,0
201424_134458,1
201424_102516,1
201424_212226,1
201424_214337,0
201424_116180,0
201424_24681,0
201452_292863,1
201452_56437,1
201452_265065,1
201452_40648,0
201452_51419,0
201452_174124,0
201460_29880,1
201460_111243,1
201460_166204,1
201460_3044,0
201460_94705,0
201460_65494,0
201430_235658,1
201430_247859,1
201430_2166,1
201430_108560,0
201430_122514,0
201430_15540,0
201464_194950,1
201464_19676,1
201464_39623,1
201464_255782,0
201464_136405,0
201464_140360,0
201435_178084,1
201435_266019,1
201435_220478,1
201435_288832,0
201435_54401,0
201435_294048,0
201443_147583,1
201443_109246,1
201443_35934,1
201443_205370,0
201443_262177,0
201443_75123,0
201433_295476,1
201433_121931,1
201433_259266,1
201433_7659,0
201433_17184,0
201433_133091,0
201426_1779,1
201426_26057,1
201426_274499,1
201426_211351,0
201426_187193,0
201426_31203,0
201450_32601,1
201450_288091,1
201450_57625,1
201450_243924,0
201450_279104,0
201450_27209,0
201469_224735,1
201469_262921,1
201469_77463,1
201469_287236,0
201469_212368,0
201469_288371,0
201441_245277,1
201441_207709,1
201441_175276,1
201441_215789,0
201441_252805,0
201441_278684,0
201462_146407,1
201462_137380,1
201462_156357,1
201462_19987,0
201462_251556,0
201462_263647,0
201467_8637,1
201467_15798,1
201467_163338,1
201467_124553,0
201467_33827,0
201467_120519,0
201451_157148,1
201451_230677,1
201451_81792,1
201451_287013,0
201451_140128,0
201451_153344,0
201484_33339,1
201484_226291,1
201484_283098,1
201484_132872,0
201484_144170,0
201484_193475,0
201499_41051,1
201499_207449,1
201499_262905,1
201499_271205,0
201499_18306,0
201499_281862,0
201454_232404,1
201454_142770,1
201454_121847,1
201454_76619,0
201454_253858,0
201454_58890,0
201459_16194,1
201459_235250,1
201459_84233,1
201459_154382,0
201459_145112,0
201459_225026,0
201498_141871,1
201498_58690,1
201498_190617,1
201498_12847,0
201498_176363,0
201498_15405,0
201503_216781,1
201503_17580,1
201503_32198,1
201503_162872,0
201503_160988,0
201503_3661,0
201502_126581,1
201502_271136,1
201502_185418,1
201502_35741,0
201502_53385,0
201502_130614,0
201472_167328,1
201472_165332,1
201472_259486,1
201472_158770,0
201472_83491,0
201472_126862,0
201514_74636,1
201514_276477,1
201514_136587,1
201514_224902,0
201514_78736,0
201514_263070,0
201482_7596,1
201482_74542,1
201482_291128,1
201482_168462,0
201482_288672,0
201482_163770,0
201522_262075,1
201522_179152,1
201522_274518,1
201522_122616,0
201522_291675,0
201522_158476,0
201534_158436,1
201534_50464,1
201534_13287,1
201534_10096,0
201534_76729,0
201534_102272,0
201479_260525,1
201479_90722,1
201479_126627,1
201479_182379,0
201479_213326,0
201479_68601,0
201535_278582,1
201535_228114,1
201535_85083,1
201535_126366,0
201535_205438,0
201535_41733,0
201532_238498,1
201532_136414,1
201532_84995,1
201532_281759,0
201532_279943,0
201532_236723,0
201545_272332,1
201545_173501,1
201545_104855,1
201545_114439,0
201545_76477,0
201545_37960,0
201519_8217,1
201519_288536,1
201519_84780,1
201519_118147,0
201519_264583,0
201519_104050,0
201508_261695,1
201508_268900,1
201508_46850,1
201508_204025,0
201508_289593,0
201508_96975,0
201505_171306,1
201505_146536,1
201505_159281,1
201505_208181,0
201505_149417,0
201505_197777,0
201510_103596,1
201510_24987,1
201510_43349,1
201510_263149,0
201510_52572,0
201510_268767,0
201521_20485,1
201521_5527,1
201521_1139,1
201521_128193,0
201521_46992,0
201521_250654,0
201537_50994,1
201537_261346,1
201537_243031,1
201537_241067,0
201537_122447,0
201537_201216,0
201549_70268,1
201549_23145,1
201549_262295,1
201549_1631,0
201549_103791,0
201549_236529,0
201526_40055,1
201526_2535,1
201526_38557,1
201526_100015,0
201526_245841,0
201526_277530,0
201501_71402,1
201501_211753,1
201501_213132,1
201501_65451,0
201501_277995,0
201501_81037,0
201552_7734,1
201552_272201,1
201552_261594,1
201552_266782,0
201552_89191,0
201552_250356,0
201548_137428,1
201548_121881,1
201548_29856,1
201548_103306,0
201548_270134,0
201548_25261,0
201554_209851,1
201554_164177,1
201554_151042,1
201554_258045,0
201554_94225,0
201554_254708,0
201539_130614,1
201539_252994,1
201539_201611,1
201539_271876,0
201539_13435,0
201539_189214,0
201553_263051,1
201553_26657,1
201553_48329,1
201553_13446,0
201553_252778,0
201553_83187,0
201538_144656,1
201538_63857,1
201538_14441,1
201538_119532,0
201538_39945,0
201538_87596,0
201562_250855,1
201562_232816,1
201562_147523,1
201562_106355,0
201562_42969,0
201562_109544,0
201557_186696,1
201557_61813,1
201557_278614,1
201557_8605,0
201557_32601,0
201557_48003,0
201567_271794,1
201567_15951,1
201567_81709,1
201567_97522,0
201567_141077,0
201567_96378,0
201564_83842,1
201564_143734,1
201564_6848,1
201564_252592,0
201564_158757,0
201564_40057,0
201595_125958,1
201595_72740,1
201595_159787,1
201595_70637,0
201595_248709,0
201595_191282,0
201575_127986,1
201575_214172,1
201575_249257,1
201575_210733,0
201575_175981,0
201575_175211,0
201566_50411,1
201566_169706,1
201566_237679,1
201566_58072,0
201566_231521,0
201566_71480,0
201556_78634,1
201556_14824,1
201556_132838,1
201556_193774,0
201556_137615,0
201556_52782,0
201590_167706,1
201590_21736,1
201590_48212,1
201590_98681,0
201590_48632,0
201590_64855,0
201572_112760,1
201572_22156,1
201572_6116,1
201572_94893,0
201572_184702,0
201572_134431,0
201605_133304,1
201605_259598,1
201605_228891,1
201605_86266,0
201605_44782,0
201605_285034,0
201593_147535,1
201593_67182,1
201593_163599,1
201593_39763,0
201593_10051,0
201593_251158,0
201582_229340,1
201582_196733,1
201582_235676,1
201582_67687,0
201582_43077,0
201582_289345,0
201583_175306,1
201583_134816,1
201583_285882,1
201583_156151,0
201583_281330,0
201583_76149,0
201570_216738,1
201570_26132,1
201570_158554,1
201570_221711,0
201570_70378,0
201570_290794,0
201585_226595,1
201585_5941,1
201585_208489,1
201585_215631,0
201585_136646,0
201585_57954,0
201568_241059,1
201568_118195,1
201568_221040,1
201568_228676,0
201568_74098,0
201568_4220,0
201591_225921,1
201591_111413,1
201591_192434,1
201591_102568,0
201591_207025,0
201591_217600,0
201581_52572,1
201581_201981,1
201581_211592,1
201581_210990,0
201581_131564,0
201581_294289,0
201599_65830,1
201599_68280,1
201599_83376,1
201599_36926,0
201599_218145,0
201599_252994,0
201625_48386,1
201625_97476,1
201625_275559,1
201625_97858,0
201625_251839,0
201625_220478,0
201617_207294,1
201617_236674,1
201617_91475,1
201617_271416,0
201617_162881,0
201617_249357,0
201620_272491,1
201620_291985,1
201620_237669,1
201620_23822,0
201620_289791,0
201620_113475,0
201636_163665,1
201636_15776,1
201636_264416,1
201636_229916,0
201636_244907,0
201636_9450,0
201613_194060,1
201613_291238,1
201613_94381,1
201613_288594,0
201613_150712,0
201613_40250,0
201623_126692,1
201623_148681,1
201623_156743,1
201623_189214,0
201623_52063,0
201623_97936,0
201628_97734,1
201628_53920,1
201628_55762,1
201628_239604,0
201628_110459,0
201628_165136,0
201615_5798,1
201615_92292,1
201615_249731,1
201615_259361,0
201615_121525,0
201615_131106,0
